"titulo","resumen","categoria","autor","fecha","link"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"Desde 2022, la base empresarial de Bolivia registra un crecimiento de 9%","
 Según el Seprec, el análisis de la inscripción diaria muestra ...","Economía","Erika Ibáñez","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/desde-2022-la-base-empresarial-de-bolivia-registra-un-crecimiento-de-9/"
"Gobierno pide calma y alerta que subida de precio de productos no debe pasar de Bs 1,20","
 El viceministro Lacoa y el gerente de Emapa advirtieron que ...","Economía","Erika Ibáñez","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/gobierno-pide-calma-y-alerta-que-subida-de-precio-de-productos-no-debe-pasar-de-bs-120/"
"Transporte público rechaza horario continuo, clases virtuales y asignación de surtidores","
 El dirigente Víctor Tarqui dijo que el transporte privado tiene ...","Economía","Erika Ibáñez","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/transporte-publico-rechaza-horario-continuo-clases-virtuales-y-asignacion-de-surtidores/"
"Comisión de Diputados aprobó $us 800 millones en créditos, pero no los trata el pleno","
 En lo que va de gestión legislativa, la Comisión de ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/comision-de-diputados-aprobo-us-800-millones-en-creditos-pero-no-los-trata-el-pleno/"
"La Defensoría del Pueblo exige soluciones, no ‘medidas paliativas’ para enfrentar crisis","
 En un comunicado, la entidad dijo que la falta de ...","Economía","Erika Ibáñez","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/la-defensoria-del-pueblo-exige-soluciones-no-medidas-paliativas-para-enfrentar-crisis/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"Se decomisan alimentos y carburantes por casi Bs 4 millones de contrabando a la inversa","
 El viceministro de Lucha contra el Contrabando, dijo que decomisaron ...","Economía","Erika Ibáñez","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/se-decomisan-alimentos-y-carburantes-por-casi-bs-4-millones-de-contrabando-a-la-inversa/"
"Yacimientos niega crisis en la producción de gas natural y licuado","
 El presidente de la estatal afirmó que existe “un tema ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/yacimientos-niega-crisis-en-la-produccion-de-gas-natural-y-licuado/"
"Dorgathen: Las filas por combustible no van a desaparecer, pero serán menores","
 De acuerdo con el presidente de la estatal, las filas ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/dorgathen-las-filas-por-combustible-no-van-a-desaparecer-pero-seran-menores/"
"Tres buques con 90 millones de litros de combustibles llegan a Sica Sica","
 El presidente de la estatal YPFB detalló que esta cantidad ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/tres-buques-con-90-millones-de-litros-de-combustibles-llegan-a-sica-sica/"
"La Cainco califica de ‘inviable’ la demanda de incremento salarial de la COB","
 El presidente de la entidad, Jean Pierre Antelo, recordó que ...","Economía","Erika Ibáñez","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/la-cainco-califica-de-inviable-la-demanda-de-incremento-salarial-de-la-cob/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"La mirada empresarial sobre el diésel, los salarios y la economía","
 Coinciden en que las presiones y controles van sobre el ...","Economía","Diego Montaño","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/la-mirada-empresarial-sobre-el-diesel-los-salarios-y-la-economia/"
"BitBase instala el primer cajero Bitcoin en Bolivia como alternativa a la escasez de dólares","
 Marcelo Dvojak, representante de la firma europea, destacó que las ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/bitbase-instala-el-primer-cajero-bitcoin-en-bolivia-como-alternativa-a-la-escasez-de-dolares/"
"Arce asegura que trabaja para darle al país un ‘respiro’ en la falta de combustibles","
 El mandatario señaló que la situación es insostenible, debido a ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/arce-asegura-que-trabaja-para-darle-al-pais-un-respiro-en-la-falta-de-combustibles/"
"La ABC habilita paso provisional en tramo Llavini","
 La institución reabre paso para vehículos livianos en tramo Oruro–Cochabamba ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/la-abc-habilita-paso-provisional-en-tramo-llavini/"
"Gobierno urge a evitar rumores de desabastecimiento de alimentos","
 El viceministro Silva vinculó la especulación de precios a la ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/1047347/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"ANH implementa cinco medidas para garantizar abastecimiento de combustibles, incluida una app","
 Germán Jiménez, director ejecutivo de la entidad, detalló las acciones ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/anh-implementa-cinco-medidas-para-garantizar-el-abastecimiento-de-combustibles/"
"ANH activa reuniones nacionales para coordinar abastecimiento de combustible","
 La Agencia Nacional de Hidrocarburos prioriza diálogo con gobernaciones, alcaldías ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/anh-activa-reuniones-nacionales-para-coordinar-abastecimiento-de-combustible/"
"Empresarios convocan a cumbre público-privada por escasez de combustibles","
 La FEPC critica las medidas del Gobierno como ""parches"" y ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/empresarios-convocan-a-cumbre-publico-privada-por-escasez-de-combustibles/"
"Falta de carburantes afecta al sector gastronómico","
 El presidente de la Cámara Gastronómica, Fabrizio Leigue, alertó que ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/falta-de-carburantes-afecta-al-sector-gastronomico/"
"Dos créditos externos pueden ser desembolsados de inmediato y ayudar al flujo de dólares","
 La Ministra de la Presidencia dice que, de aprobarse estos ...","Economía","Miguel Lazcano","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/dos-creditos-externos-pueden-ser-desembolsados-de-inmediato-y-ayudar-al-flujo-de-dolares/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"Gobierno acusa al sector privado de no ingresar sus dólares al país","
 La ministra Prada asegura que exportadores retienen hasta el 60% ...","Economía","Daniel Zenteno","14 de marzo de 2025","https://www.la-razon.com/economia/2025/03/14/gobierno-acusa-al-sector-privado-de-no-ingresar-sus-dolares-al-pais/"
"La ABC habilita paso para vehículos livianos en la ruta Oruro-Cochabamba","
 El presidente de la empresa estatal aseguró que hasta este ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/la-abc-habilita-paso-para-vehiculos-livianos-en-la-ruta-oruro-cochabamba/"
"A un año de su creación, Epcoro entregó al Banco Central 4,5 toneladas de oro","
 El gerente de la empresa dijo que, entre noviembre y ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/a-un-ano-de-su-creacion-epcoro-entrego-al-banco-central-45-toneladas-de-oro/"
"Cinco empresas habilitadas para comercializar combustible tienen 149 millones de litros","
 El director de Sustancias Controladas explicó que otras 33 empresas ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/cinco-empresas-habilitadas-para-comercializar-combustible-tienen-149-millones-de-litros/"
"Debido a derrumbes, disminuye el volumen de pollo que se envía a La Paz y llega a Bs 27","
 El viceministro Jorge Silva dijo que el miércoles se envió ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/debido-a-derrumbes-disminuye-el-volumen-de-pollo-que-se-envia-a-la-paz-y-llega-a-bs-27/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"El Gobierno autoriza a privados a importar combustible de aviación para su venta","
 La autorización, de manera excepcional, será válida por cinco años, ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/el-gobierno-autoriza-a-privados-a-importar-combustible-de-aviacion-para-su-venta/"
"El precio de la carne sigue elevado y Gobierno ratifica el veto a su exportación","
 El ministro Yamil Flores dijo que el precio de la ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/el-precio-de-la-carne-sigue-elevado-y-gobierno-ratifica-el-veto-a-su-exportacion/"
"El Banco Unión aclara que no retendrá los ahorros en dólares de sus acreedores","
 La entidad financiera recomendó a sus clientes informarse solo a ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/el-banco-union-aclara-que-no-retendra-los-ahorros-en-dolares-de-sus-acreedores/"
"Por derrumbes en la carretera, BoA habilita vuelos solidarios a Cochabamba","
 El ministro de Obras Públicas dijo que son solo para ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/por-derrumbes-en-la-carretera-boa-habilita-vuelos-solidarios-a-cochabamba/"
"El ingreso de dólares se redujo en 70% en comparación con la gestión de Morales","
 El ministro de Desarrollo Rural, Yamil Flores, indicó que durante ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/el-ingreso-de-dolares-se-redujo-en-70-en-comparacion-con-la-gestion-de-morales/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"La CNI alerta que un incremento salarial terminará de ‘asfixiar’ a industrias y empresas","
 El presidente de la CNI dijo que más bien todos ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/la-cni-alerta-que-un-incremento-salarial-terminara-de-asfixiar-a-industrias-y-empresas/"
"Grupo Credicorp: El 17% de las mujeres logra el nivel avanzado de inclusión financiera","
 Según un informe del holding financiero de Perú, aunque el ...","Economía","Erika Ibáñez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/grupo-credicorp-el-17-de-las-mujeres-logra-el-nivel-avanzado-de-inclusion-financiera/"
"Cusicanqui: ‘Son medidas para el muy corto plazo’","
 Se busca revertir el “bache” que se ha generado por ...","Economía","Diego Montaño","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/cusicanqui-son-medidas-para-el-muy-corto-plazo/"
"Gobierno y COB crean cuatro comisiones para tratar pliego petitorio e incremento salarial","
 Las mesas técnicas evaluarán ajustes al haber básico, salario mínimo, ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/gobierno-y-cob-crean-cuatro-comisiones-para-negociar-incremento-salarial/"
"Comité Multisectorial tilda de ‘fracaso’ las medidas de Arce contra la escasez de combustibles","
 El colectivo empresarial y productivo acusa al Gobierno de agravar ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/comite-multisectorial-tilda-de-fracaso-las-medidas-de-arce-contra-la-escasez-de-combustibles/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"Economista advierte que la inflación en 2025 podría alcanzar entre 15% y 25%","
 En los primeros dos meses de 2025, la inflación ya ...","Economía","Daniel Gutierrez","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/economista-advierte-que-la-inflacion-en-2025-podria-alcanzar-entre-15-y-25/"
"La COB exige al Gobierno más ‘agresividad’ contra la crisis económica","
 El presidente Luis Arce se comprometió a analizar el pedido ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/la-cob-exige-al-gobierno-mas-agresividad-contra-la-crisis-economica/"
"Anapo exige nuevamente al Gobierno liberar la exportación de soya","
 Fernando Romero, presidente de Anapo, advierte que la prohibición de ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/1046912/"
"Cainco: Escasean los dólares, el combustible y las ideas","
 En criterio de Jean Pierre Antelo, el Gobierno intenta implementar ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/1046911/"
"El Gobierno garantiza diésel subvencionado para el sector agropecuario","
 El ministro de Desarrollo Rural y Tierras, Yamil Flores, destacó ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/1046878/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"Gobierno aclara que reducción del 50% al parque automotor es para vehículos estatales","
 El servicio del transporte público denunció que la medida era ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/gobierno-aclara-que-reduccion-del-50-al-parque-automotor-es-para-vehiculos-estatales/"
"YPFB aclara que compra de combustibles con criptoactivos es solo para sectores clave","
 Armin Dorgathen, presidente de YPFB, afirma que la medida busca ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/1046843/"
"La COB pide un aumento salarial del 15% al mínimo nacional y 20% al haber básico","
 Actualmente, el sueldo mínimo es de Bs 2.500 y podría ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/la-cob-pide-un-incremento-del-15-al-minimo-nacional-y-20-al-haber-basico/"
"En lo que va de 2025, se decomisaron 38.000 litros de diésel de contrabando","
 En medio de la crisis por combustibles, con largas filas ...","Economía","Daniel Zenteno","13 de marzo de 2025","https://www.la-razon.com/economia/2025/03/13/en-lo-que-va-de-2025-se-decomisaron-38-000-litros-de-diesel-de-contrabando/"
"Ortuño es reelegido en la CEPB y rechaza que se responsabilice a privados por la crisis","
 “El sistema político ha demostrado ser ineficaz en la gestión ...","Economía","Erika Ibáñez","12 de marzo de 2025","https://www.la-razon.com/economia/2025/03/12/ortuno-es-reelegido-en-la-cepb-y-rechaza-que-se-responsabilice-a-privados-por-la-crisis/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"Arce reconoce que el país atraviesa por ‘iliquidez’ de dólares y dice que no pide ‘limosnas’","
 El Presidente dijo que el problema es generado “deliberadamente” por ...","Economía","Erika Ibáñez","12 de marzo de 2025","https://www.la-razon.com/economia/2025/03/12/arce-reconoce-que-el-pais-atraviesa-por-iliquidez-de-dolares-y-dice-que-no-pide-limosnas/"
"‘Bolivia no está quebrada’: Arce descarta quitar subvención a hidrocarburos o devaluar la moneda","
 Rodeado de sus ministros, el Presidente descartó que vaya a ...","Economía","Erika Ibáñez","12 de marzo de 2025","https://www.la-razon.com/economia/2025/03/12/bolivia-no-esta-quebrada-arce-descarta-quitar-subvencion-a-hidrocarburos-o-devaluar-la-moneda/"
"Montaño identifica 3 tramos ‘críticos’ en carreteras y anuncia recursos del TGN para repararlos","
 Los tramos críticos están en Llavini, Cochabamba; en el puente ...","Economía","Erika Ibáñez","12 de marzo de 2025","https://www.la-razon.com/economia/2025/03/12/montano-identifica-3-tramos-criticos-en-carreteras-y-anuncia-recursos-del-tgn-para-repararlos/"
"Cañeros se reúnen con YPFB y plantean un nuevo precio para el etanol","
 El presidente de Concabol, Óscar Alberto Arnez, dijo que además ...","Economía","Erika Ibáñez","12 de marzo de 2025","https://www.la-razon.com/economia/2025/03/12/caneros-se-reunen-con-ypfb-y-plantean-un-nuevo-precio-para-el-etanol/"
"Según Cusicanqui, YPFB podrá obtener dólares de clientes de la banca pública para comprar combustible","
 El ministro explicó que es un mecanismo más para la ...","Economía","Erika Ibáñez","12 de marzo de 2025","https://www.la-razon.com/economia/2025/03/12/segun-cusicanqui-ypfb-podra-obtener-dolares-de-clientes-de-la-banca-publica-para-comprar-combustible/"
"Familias afectadas por las lluvias ya superan las 300.000 en el país","
 La temporada de precipitaciones causa desastres y muertes en varios ...","Sociedad","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/sociedad/2025/03/21/familias-afectadas-por-las-lluvias-ya-superan-las-300-000-en-el-pais/"
"Sube a tres los muertos por colapso de puente en Ecuador","
 Luego del siniestro, un tráiler cargado con maíz quedó atrapado ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/sube-a-tres-los-muertos-por-colapso-de-puente-en-ecuador/"
"Mueren 44 civiles en un ataque yihadista en el suroeste de Níger","
 El pueblo de Fonbita, en la comuna rural de Kokorou, ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/ataque-yihadista-en-niger/"
"Choferes suspenden el paro de 48 horas tras acuerdo con el Gobierno","
 Representantes del transporte y el Gobierno se reunieron para abordar ...","Ciudades","Aylin Peñaranda","21 de marzo de 2025","https://www.la-razon.com/ciudades/2025/03/21/choferes-suspenden-el-paro-de-48-horas-tras-acuerdo-con-el-gobierno/"
"Gobierno y carniceros de Santa Cruz unen fuerzas contra alza de precios de carne","
 Acordaron operativos contra contrabando y comité de control de precios ...","Economía","Daniel Zenteno","12 de marzo de 2025","https://www.la-razon.com/economia/2025/03/12/gobierno-y-carniceros-de-santa-cruz-unen-fuerzas-contra-alzade-precios-de-carne/"
"Alcaldía entregará a ANH lista de 120.000 vehículos irregulares para que no carguen gasolina","
 El alcalde Iván Arias dijo que espera que el control ...","Economía","Erika Ibáñez","12 de marzo de 2025","https://www.la-razon.com/economia/2025/03/12/alcaldia-entregara-a-anh-lista-de-120-000-vehiculos-irregulares-para-que-no-carguen-gasolina/"
